regime,start_date,end_date,bist_count,bist_mean_pct,bist_std_pct,bist_min,bist_p5_pct,bist_median,bist_p95_pct,bist_max,bist_neg_freq,bist_downside_std,gold_count,gold_mean_pct,gold_std_pct,gold_min,gold_p5_pct,gold_median,gold_p95_pct,gold_max,gold_neg_freq,gold_downside_std,corr_bist_gold,corr_bist_usdtry,corr_gold_usdtry
full_sample,2018-01-09,2025-12-31,1889,0.12018770459747381,1.7254670928066835,-0.1030675135327676,-2.5619861819453296,0.0015135589107071,2.7142346687367027,0.0942191616575609,0.44573848597141347,0.013588147895508626,1889,0.19187289892519552,1.5005726048177381,-0.1997054649709309,-1.7684812637496279,0.0019152200591907,2.2255996631988078,0.1473344745010063,0.42191635786130227,0.012542250460829862,-0.07572574553797626,-0.10789989943860398,0.755162447117364
high_inflation,2022-01-03,2025-01-31,722,0.2032469208014035,1.845070522147204,-0.0901121386336996,-2.6581100384721212,0.0021620999672808,2.941653282220944,0.0942191616575609,0.4224376731301939,0.013897636219836048,722,0.16063235176466767,1.0383421377173063,-0.0511313829445079,-1.5329077476981856,0.00190907307381665,1.8713710676088327,0.0369857102994757,0.40443213296398894,0.0074617386723329175,-0.022329869770526877,-0.06106707683542545,0.4578746825483914
fx_stress,2018-08-01,2018-09-28,35,0.08721166527255485,1.6195163361244582,-0.0351771837059704,-2.979051728112944,0.0021734772332333,2.166263297566453,0.0279033609426715,0.4857142857142857,0.011959138670756925,35,0.5239255794832522,3.8638808130097466,-0.0791653539103531,-5.508964744490469,0.0077796051823266,4.88816480096316,0.1473344745010063,0.37142857142857144,0.02501058111251776,-0.11170129720107617,-0.1779049965116542,0.98350839856871
tight_policy,2023-06-01,2025-12-31,636,0.13126279918363068,1.6509977441396622,-0.0912370143505558,-2.3307011186573825,0.0006811621709230001,2.793276426721865,0.0588051846768618,0.4779874213836478,0.011463394988314612,636,0.23795863924285393,1.1372835060595123,-0.0511313829445079,-1.48668964381202,0.002220946821545,1.9363765617653474,0.0628326632423146,0.3915094339622642,0.008312967319500432,-0.011899350380410003,0.04748417418775059,0.4434413802371909
